index,category,command_kor,command_eng,connected_devices,gt
15,3,스피커 볼륨이 40 이상이면 재생을 중단해줘.,"If the speaker volume is 40 or higher, stop the playback.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Speaker).speaker_volume >= 40) {\n\n    (#Speaker).speaker_stop()\n\n}""}"
16,3,"입구의 얼굴 인식이 꺼져있으면, 얼굴 인식을 시작해줘","If face recognition at the entrance is off, start it.","{'Entrance_FaceRecognizer': {'category': ['FaceRecognizer', 'Switch'], 'tags': ['Entrance', 'FaceRecognizer']}, 'Garage_FaceRecognizer': {'category': ['FaceRecognizer', 'Switch'], 'tags': ['Garage', 'FaceRecognizer', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Entrance #FaceRecognizer).switch_switch == false) {\n\n    (#Entrance #FaceRecognizer).facerecognizer_start()\n\n}""}"
17,3,"쉐이드가 30%이하로 닫혀있으면, 50%만큼 닫아줘.","If the shade is closed to 30% or less, close it to 50%.","{'LivingRoom_Shade': {'category': 'WindowCovering', 'tags': ['LivingRoom', 'Shade', 'WindowCovering']}, 'Bedroom_Shade': {'category': 'WindowCovering', 'tags': ['Bedroom', 'Shade', 'WindowCovering']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Shade).armrobot_currentposition <= 30) {\n\n    (#Shade).windowcovering_setlevel(50)\n\n}""}"
18,3,"거실의 소리 센서로 감지한 수치가 50보다 크면, 스피커 재생을 멈춰줘.","If the sound sensor level in livingroom is over 50, stop the speaker.","{'LivingRoom_SoundSensor': {'category': 'SoundSensor', 'tags': ['LivingRoom', 'SoundSensor']}, 'Kitchen_SoundSensor': {'category': 'SoundSensor', 'tags': ['Kitchen', 'SoundSensor']}, 'LivingRoom_Speaker': {'category': 'Speaker', 'tags': ['LivingRoom', 'Speaker']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#LivingRoom #SoundSensor).soundsensor_sound > 50) {\n\n    (#LivingRoom #Speaker).speaker_stop()\n\n}""}"
19,3,"거실의 에어컨 모드가 냉방 모드이면, 자동 모드로 바꿔줘.","If the air conditioner is in cool mode, switch it to auto mode.","{'Kitchen_AC': {'category': 'AirConditioner', 'tags': ['Kitchen', 'AirConditioner']}, 'LivingRoom_AC': {'category': 'AirConditioner', 'tags': ['LivingRoom', 'AirConditioner']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#LivingRoom #AirConditioner).airconditioner_airconditionermode == \""cool\"") {\n\n    (#LivingRoom #AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n\n}""}"
20,3,"집에 있는 재실 센서중 하나라도 감지 상태이면, 긴급 사이렌을 울려줘.","If any presence sensor in the house is currently in the detected state, set the siren to emergency mode.","{'House_Presence_1': {'category': 'PresenceSensor', 'tags': ['House', 'PresenceSensor']}, 'House_Presence_2': {'category': 'PresenceSensor', 'tags': ['House', 'PresenceSensor']}, 'Main_Siren': {'category': 'Siren', 'tags': ['Main', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif (all(#House #PresenceSensor).presencesensor_presence ==| true) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}"
21,3,"입구의 접촉 센서가 감지 상태이면, 긴급 사이렌을 울려줘.","If the contact sensor at the entrance is in detected state, sound the emergency siren.","{'Entrance_Contact': {'category': 'ContactSensor', 'tags': ['Entrance', 'ContactSensor']}, 'Main_Siren': {'category': 'Siren', 'tags': ['Main', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Entrance #ContactSensor).contactsensor_contact == true) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}"
22,3,"지금 비가 오고 있으면, 집안의 모든 제습기를 건조 모드로 설정해줘.","If it is raining, set all dehumidifiers in the house to drying mode.","{'Outdoor_Rain': {'category': 'RainSensor', 'tags': ['Outdoor', 'RainSensor']}, 'House_Dehum_1': {'category': 'Dehumidifier', 'tags': ['House', 'Dehumidifier']}, 'House_Dehum_2': {'category': 'Dehumidifier', 'tags': ['House', 'Dehumidifier']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#RainSensor).rainsensor_rain == true) {\n\n    all(#House #Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")\n\n}""}"
23,3,"거실 조도가 200 럭스 이상이면, 거실 불을 꺼줘.","If the livingroom brightness is 200 lux or higher, turn off the livingroom light.","{'LivingRoom_LightSensor': {'category': 'LightSensor', 'tags': ['LivingRoom', 'LightSensor']}, 'LivingRoom_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#LivingRoom #LightSensor).lightsensor_brightness >= 200) {\n\n    (#LivingRoom #Light).switch_off()\n\n}""}"
24,3,"구역1의 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.","If the temperature is 36.5 degrees or higher, set the target temperature to 30.","{'Sector1_Temp': {'category': 'TemperatureSensor', 'tags': ['Sector1', 'TemperatureSensor']}, 'Sector1_AC': {'category': 'AirConditioner', 'tags': ['Sector1', 'AirConditioner']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Sector1 #TemperatureSensor).temperaturesensor_temperature >= 36.5) {\n\n    (#Sector1 #AirConditioner).airconditioner_settargettemperature(30)\n\n}""}"
25,3,"농장의 이산화탄소 농도가 800ppm 이상이면, 긴급 사이렌을 울려줘.","If the carbon dioxide concentration in the farm is 800ppm or higher, sound the emergency siren.","{'Farm_AQ': {'category': 'AirQualitySensor', 'tags': ['Farm', 'AirQualitySensor']}, 'Farm_Siren': {'category': 'Siren', 'tags': ['Farm', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Farm #AirQualitySensor).airqualitysensor_carbondioxide >= 800) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}"
26,3,"회의실 온도가 20도 미만이면, 회의실 문을 닫아줘.","If the temperature on the airquality sensor is below 20 degrees, close the door.","{'MeetingRoom_AQ': {'category': 'AirQualitySensor', 'tags': ['MeetingRoom', 'AirQualitySensor']}, 'MeetingRoom_Door': {'category': 'Door', 'tags': ['MeetingRoom', 'Door']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#MeetingRoom #AirQualitySensor).airqualitysensor_temperature < 20) {\n\n    (#MeetingRoom #Door).door_close()\n\n}""}"
27,3,"회의실 조명이 꺼져 있으면, 조명을 켜줘.","If the light in the meeting room is off, turn it on.","{'MeetingRoom_Light': {'category': ['Light', 'Switch'], 'tags': ['MeetingRoom', 'Light', 'Switch']}, 'Hallway_Light': {'category': ['Light', 'Switch'], 'tags': ['Hallway', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#MeetingRoom #Light).switch_switch == false) {\n\n    (#MeetingRoom #Light).switch_on()\n\n}""}"
28,3,"안방 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.","If the temperature in the bedroom is 36.5 degrees or higher, set the bedroom air conditioner to 30 degrees.","{'Bedroom_Temp': {'category': 'TemperatureSensor', 'tags': ['Bedroom', 'TemperatureSensor']}, 'Bedroom_AC': {'category': 'AirConditioner', 'tags': ['Bedroom', 'AirConditioner']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Bedroom #TemperatureSensor).temperaturesensor_temperature >= 36.5) {\n\n    (#Bedroom #AirConditioner).airconditioner_settargettemperature(30)\n\n}""}"
29,3,"거실에 움직임이 감지되고 있으면, 조명을 켜줘.","If motion is being detected in the living room, turn on the living room light.","{'LivingRoom_Motion': {'category': 'MotionSensor', 'tags': ['LivingRoom', 'MotionSensor']}, 'LivingRoom_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#LivingRoom #MotionSensor).motionsensor_motion == true) {\n\n    (#LivingRoom #Light).switch_on()\n\n}""}"
30,3,연구실 습도가 50 이상이면 제습기를 켜고 50 미만이면 가습기를 켜줘.,"If the lab humidity is 50 or higher, turn on the dehumidifier, and if it's below 50, turn on the humidifier.","{'Lab_Humidity': {'category': 'HumiditySensor', 'tags': ['Lab', 'HumiditySensor']}, 'Lab_Dehumidifier': {'category': ['Dehumidifier', 'Switch'], 'tags': ['Lab', 'Dehumidifier', 'Switch']}, 'Lab_Humidifier': {'category': ['Humidifier', 'Switch'], 'tags': ['Lab', 'Humidifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Lab #HumiditySensor).humiditysensor_humidity >= 50) {\n\n    (#Lab #Dehumidifier).switch_on()\n\n} else {\n\n    (#Lab #Humidifier).switch_on()\n\n}""}"
1,4,접촉 센서가 감지되면 조명을 켜줘.,"When the contact sensor is detected, turn on the light.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#ContactSensor).contactsensor_contact == true)\n\n(#Light).switch_on()""}"
2,4,재실 센서가 감지되면 TV를 켜줘.,"When the presence sensor detects someone, turn on the TV.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#PresenceSensor).presencesensor_presence == true)\n\n(#Television).switch_on()""}"
3,4,소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,"When the sound sensor value exceeds 50, stop speaker playback.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SoundSensor).soundsensor_sound > 50)\n\n(#Speaker).speaker_stop()""}"
4,4,비가 오면 제습기를 켜줘.,"When it rains, turn on the dehumidifier.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).rainsensor_rain == true)\n\n(#Dehumidifier).switch_on()""}"
5,4,밝기가 100 럭스 미만이 되면 조명을 켜줘.,"When the brightness falls below 100 lux, turn on the light.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LightSensor).lightsensor_brightness < 100)\n\n(#Light).switch_on()""}"
6,4,이산화탄소 농도가 1000ppm 이상이 되면 긴급 사이렌을 울려줘.,"When the carbon dioxide concentration reaches 1000ppm or higher, sound the emergency siren.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#CarbonDioxideSensor).carbondioxidesensor_carbondioxide >= 1000)\n\n(#Siren).siren_setsirenmode(\""emergency\"")""}"
7,4,연기가 감지되면 사이렌으로 화재경보를 울려줘.,"When smoke is detected, sound the fire alarm with the siren.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SmokeDetector).smokedetector_smoke == true)\n\n(#Siren).siren_setsirenmode(\""fire\"")""}"
8,4,버튼이 세번 눌리면 벨브를 열어줘.,"When the button is pushed 3 times, open the valve.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": 
""wait until ((#Button).button_button == \""pushed_3x\"")\n\n(#Valve).valve_open()""}"
9,4,온도가 35도 이상이 되면 에어컨의 목표 온도를 30도로 설정해줘.,"When the temperature reaches 35 degrees or higher, set the air conditioner to 30 degrees.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#TemperatureSensor).temperaturesensor_temperature >= 35)\n\n(#AirConditioner).airconditioner_settargettemperature(30)""}"
10,4,금고가 열리면 경찰 사이렌을 울려줘.,"When the safe is unlocked, sound the police siren.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Safe).safe_safestate == \""unlocked\"")\n\n(#Siren).siren_setsirenmode(\""police\"")""}"
11,4,누수가 감지되면 벨브를 차단해줘.,"When a leak is detected, close the valve.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LeakSensor).leaksensor_leakage == true)\n\n(#Valve).valve_close()""}"
12,4,습도가 80%보다 커지면 제습기를 건조 모드로 작동시켜줘.,"When the humidity exceeds 80%, start the dehumidifier in drying mode.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#HumiditySensor).humiditysensor_humidity > 80)\n\n(#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")""}"
13,4,움직임이 감지되면 조명을 켜줘.,"When motion is detected, turn on the light.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#MotionSensor).motionsensor_motion == true)\n\n(#Light).switch_on()""}"
14,4,내부 초미세먼지 농도가 35 이상이 되면 공기청정기를 강하게 틀어줘.,"When the indoor very fine dust level becomes 35 or higher, set the air purifier to high.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#AirQualitySensor).airqualitysensor_veryfinedustlevel >= 35)\n\n(#AirPurifier).airpurifier_setairpurifiermode(\""high\"")""}"
15,4,충전 전압이 250V보다 높아지면 충전을 중단해줘.,"When the charging voltage exceeds 250V, stop charging.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Charger).charger_voltage > 250000)\n\n(#Charger).switch_off()""}"
16,4,현관 도어락이 잠금해제되면 거실 조명을 켜줘.,"When the entrance door lock is unlocked, turn on the living room light.","{'Entrance_DoorLock': {'category': 'DoorLock', 'tags': ['Entrance', 'DoorLock']}, 'BackDoor_DoorLock': {'category': 'DoorLock', 'tags': ['BackDoor', 'DoorLock']}, 'LivingRoom_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Entrance #DoorLock).doorlock_doorlockstate == \""unlocked\"")\n\n(#LivingRoom #Light).switch_on()""}"
17,4,침실에 움직임이 감지되면 침실 에어컨을 켜줘.,"When motion is detected in the bedroom, turn on the bedroom air conditioner.","{'Bedroom_Motion': {'category': 'MotionSensor', 'tags': ['Bedroom', 'MotionSensor']}, 'LivingRoom_Motion': {'category': 'MotionSensor', 'tags': ['LivingRoom', 'MotionSensor']}, 'Bedroom_AC': {'category': 'AirConditioner', 'tags': ['Bedroom', 'AirConditioner', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bedroom #MotionSensor).motionsensor_motion == true)\n\n(#Bedroom #AirConditioner).switch_on()""}"
18,4,주방에 연기가 감지되면 주방 벨브를 잠궈줘.,"When a smoke is detected in the kitchen, close the kitchen valve.","{'Kitchen_Smoke': {'category': 'SmokeDetector', 'tags': ['Kitchen', 'SmokeDetector']}, 'Laundry_Smoke': {'category': 'SmokeDetector', 'tags': ['LaundryDryer', 'SmokeDetector']}, 'Kitchen_Valve': {'category': 'Valve', 'tags': ['Kitchen', 'Valve']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Kitchen #SmokeDetector).smokedetector_smoke == true)\n\n(#Kitchen #Valve).valve_close()""}"
19,4,서재 미세먼지 농도가 30 이상이 되면 서재 공기청정기를 켜줘.,"When the fine dust level in the study reaches 30 or higher, turn on the study air purifier.","{'Study_AQ': {'category': 'AirQualitySensor', 'tags': ['Study', 'AirQualitySensor']}, 'LivingRoom_AQ': {'category': 'AirQualitySensor', 'tags': ['LivingRoom', 'AirQualitySensor']}, 'Study_AP': {'category': ['AirPurifier', 'Switch'], 'tags': ['Study', 'AirPurifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Study #AirQualitySensor).airqualitysensor_finedustlevel >= 30)\n\n(#Study #AirPurifier).switch_on()""}"
20,4,지하에 누수가 감지되면 메인 사이렌을 비상모드로 울려줘.,"When a water leak is detected in the basement, sound the main siren in emergency mode.","{'Basement_Leak': {'category': 'LeakSensor', 'tags': ['Basement', 'LeakSensor']}, 'Outdoor_Leak': {'category': 'LeakSensor', 'tags': ['Outdoor', 'LeakSensor']}, 'Main_Siren': {'category': 'Siren', 'tags': ['Main', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Basement #LeakSensor).leaksensor_leakage == true)\n\n(#Main #Siren).siren_setsirenmode(\""emergency\"")""}"
21,4,테라스 조도가 50 미만이 되면 테라스 조명을 켜줘.,"When the terrace illuminance falls below 50, turn on the terrace light.","{'Terrace_Illum': {'category': 'LightSensor', 'tags': ['Terrace', 'LightSensor']}, 'Garden_Illum': {'category': 'LightSensor', 'tags': ['Garden', 'LightSensor']}, 'Terrace_Light': {'category': ['Light', 'Switch'], 'tags': ['Terrace', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Terrace #LightSensor).lightsensor_brightness < 50)\n\n(#Terrace #Light).switch_on()""}"
22,4,차고 문이 열리면 차고 카메라로 사진을 찍어줘.,"When the garage door is opened, take a picture with the garage camera.","{'Garage_Door': {'category': 'Door', 'tags': ['Garage', 'Door']}, 'Front_Door': {'category': 'Door', 'tags': ['Front', 'Door']}, 'Garage_Camera': {'category': 'Camera', 'tags': ['Garage', 'Camera']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Garage #Door).door_doorstate == \""open\"")\n\n(#Garage #Camera).camera_captureimage()""}"
23,4,아기방 소리가 40dB보다 커지면 거실 스피커로 아기방에 소음이 감지되었다고 말해줘.,"When the baby room sound exceeds 40 dB, output ""Noise detected in the baby room"" through the living room speaker.","{'BabyRoom_Sound': {'category': 'SoundSensor', 'tags': ['BabyRoom', 'SoundSensor']}, 'Kitchen_Sound': {'category': 'SoundSensor', 'tags': ['Kitchen', 'SoundSensor']}, 'LivingRoom_Speaker': {'category': 'Speaker', 'tags': ['LivingRoom', 'Speaker']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#BabyRoom #SoundSensor).soundsensor_sound > 40)\n\n(#LivingRoom #Speaker).speaker_speak(\""아기방에 소음이 감지되었습니다.\"")""}"
24,4,세탁실 건조기 회전 속도가 5 이하가 되면 거실 스피커로 세탁이 끝났다고 알려줘.,"When the laundry room dryer's spin speed drops to 5 or below, announce through the living room speaker that the laundry is done.","{'Laundry_WM': {'category': 'LaundryDryer', 'tags': ['LaundryRoom', 'LaundryDryer']}, 'LivingRoom_Speaker': {'category': 'Speaker', 'tags': ['LivingRoom', 'Speaker']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LaundryRoom #LaundryDryer).laundrydryer_spinspeed <= 5)\n\n(#LivingRoom #Speaker).speaker_speak(\""세탁이 완료되었습니다.\"")""}"
25,4,창고 온도가 25도 이상이 되면 창고 에어컨을 켜줘.,"When the temperature in the pantry reaches 25 degrees or higher, turn on the pantry air conditioner.","{'Pantry_Temp': {'category': 'TemperatureSensor', 'tags': ['Pantry', 'TemperatureSensor']}, 'WineCellar_Temp': {'category': 'TemperatureSensor', 'tags': ['WineCellar', 'TemperatureSensor']}, 'Pantry_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['Pantry', 'AirConditioner', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Pantry #TemperatureSensor).temperaturesensor_temperature >= 25)\n\n(#Pantry #AirConditioner).switch_on()""}"
26,4,욕실 습도가 70%보다 높아지면 욕실 제습기를 동결 방지 모드로 설정해줘.,"When the bathroom humidity exceeds 70%, set the bathroom dehumidifier to freeze protection mode.","{'Bathroom_Humid': {'category': 'HumiditySensor', 'tags': ['Bathroom', 'HumiditySensor']}, 'Laundry_Humid': {'category': 'HumiditySensor', 'tags': ['LaundryDryer', 'HumiditySensor']}, 'Bathroom_Dehumidifier': {'category': ['Dehumidifier'], 'tags': ['Bathroom', 'Dehumidifier']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bathroom #HumiditySensor).humiditysensor_humidity > 70)\n\n(#Bathroom #Dehumidifier).dehumidifier_setdehumidifiermode(\""freezeProtection\"")""}"
27,4,사무실 버튼이 눌리면 사무실 가습기를 모두 켜줘.,"When the office button is pushed, turn on all humidifiers in office.","{'Office_Button': {'category': 'Button', 'tags': ['Office', 'Button']}, 'Lobby_Button': {'category': 'Button', 'tags': ['Lobby', 'Button']}, 'Office_Humidifier': {'category': ['Switch', 'Humidifier'], 'tags': ['Office', 'Humidifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Office #Button).button_button == \""pushed\"")\n\nall(#Office #Humidifier).switch_on()""}"
28,4,복도에 재실 센서가 하나라도 감지되면 모든 복도 조명을 보라색으로 설정해줘.,"When any presence sensor in the hallway detects presence, set all hallway lights to purple.","{'Hallway_Presence': {'category': 'PresenceSensor', 'tags': ['Hallway', 'PresenceSensor']}, 'Porch_Presence': {'category': 'PresenceSensor', 'tags': ['Porch', 'PresenceSensor']}, 'Hallway_Light': {'category': ['Light', 'ColorControl'], 'tags': ['Hallway', 'Light', 'ColorControl']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until (all(#Hallway #PresenceSensor).presencesensor_presence ==| true)\n\nall(#Hallway #Light).colorcontrol_setcolor(\""128,0,128\"")""}"
29,4,서버실 일산화탄소 농도가 5000 ppm 이상이되면 모든 사이렌을 비상모드로 울려줘.,"When the carbon monoxide level in the server room becomes 5000 ppm or above, sound all sirens in emergency mode.","{'ServerRoom_AQ': {'category': 'AirQualitySensor', 'tags': ['ServerRoom', 'AirQualitySensor']}, 'Office_AQ': {'category': 'AirQualitySensor', 'tags': ['Office', 'AirQualitySensor']}, 'Siren_1': {'category': 'Siren', 'tags': ['Main', 'Siren']}, 'Siren_2': {'category': 'Siren', 'tags': ['Back', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#ServerRoom #AirQualitySensor).airqualitysensor_carbondioxide >= 5000)\n\nall(#Siren).siren_setsirenmode(\""emergency\"")""}"
30,4,안방 쉐이드 버튼이 눌리면 쉐이드를 내려줘.,"When the bedroom shade button is pushed, lower the shade.","{'Bedroom_Shade_Button': {'category': 'Button', 'tags': ['Bedroom', 'Shade', 'Button']}, 'Bedroom_Blind_Button': {'category': 'Button', 'tags': ['Bedroom', 'Blind', 'Button']}, 'Bedroom_Shade': {'category': 'WindowCovering', 'tags': ['Bedroom', 'Shade', 'WindowCovering']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bedroom #Shade #Button).button_button == \""pushed\"")\n\n(#Bedroom #Shade).windowcovering_downorclose()""}"
1,5,TV 채널을 7번으로 바꾸고 1시간 뒤에 11번으로 바꿔줘.,Switch the TV to channel 7 and switch to channel 11 after 1 hour.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Television).television_setchannel(7)\n\ndelay(1 HOUR)\n\n(#Television).television_setchannel(11)""}"
2,5,에어컨을 냉방 모드로 설정하고 30분 뒤에 자동 모드로 설정해줘.,Set the air conditioner to cool mode and switch to auto mode after 30 minutes.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\ndelay(30 MIN)\n\n(#AirConditioner).airconditioner_setairconditionermode(\""auto\"")""}"
3,5,공기청정기를 자동 모드로 설정하고 2시간 뒤에 수면 모드로 설정해줘.,Set the air purifier to auto mode and switch to sleep mode after 2 hours.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirPurifier).airpurifier_setairpurifiermode(\""auto\"")\n\ndelay(2 HOUR)\n\n(#AirPurifier).airpurifier_setairpurifiermode(\""sleep\"")""}"
4,5,에어컨 온도를 24도로 설정하고 1시간 뒤에 26도로 설정해줘.,Set the air conditioner temperature to 24 degrees and change it to 26 degrees after 1 hour.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirConditioner).airconditioner_settargettemperature(24)\n\ndelay(1 HOUR)\n\n(#AirConditioner).airconditioner_settargettemperature(26)""}"
5,5,오븐 모드를 베이크로 설정하고 10분 뒤에 데우기 모드로 바꿔줘.,Set the oven mode to Bake and change it to warming mode after 10 minutes.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Oven).oven_setovenmode(\""Bake\"")\n\ndelay(10 MIN)\n\n(#Oven).oven_setovenmode(\""warming\"")""}"
6,5,재실 센서에 감지가 되면 1분 뒤에 사진을 찍어줘.,"When the presence sensor detects someone, take a picture after 1 minute.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#PresenceSensor).presencesensor_presence == true)\n\ndelay(1 MIN)\n\n(#Camera).camera_captureimage()""}"
7,5,오븐이 가열 모드가 되면 3초 뒤에 전자레인지 모드로 바꿔줘.,"When the oven enters heating mode, switch it to microwave mode after 3 seconds.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Oven).oven_ovenmode == \""heating\"")\n\ndelay(3 SEC)\n\n(#Oven).oven_setovenmode(\""Microwave\"")""}"
8,5,"습도가 30%보다 낮아지면 3초 뒤에 스피커로 ""습도가 낮습니다""를 출력해.","When the humidity falls below 30%, output ""Humidity is low"" through the speaker after 3 seconds.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#HumiditySensor).humiditysensor_humidity < 30)\n\ndelay(3 SEC)\n\n(#Speaker).speaker_speak(\""습도가 낮습니다\"")""}"
9,5,비가 오면 문을 닫고 1시간 뒤에 체크해서 비가 안오면 문을 다시 열어줘.,"When it rains, close the door and check again after 1 hour; if it's not raining then, open the door again.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).rainsensor_rain == true)\n\n(#Door).door_close()\ndelay(1 HOUR)\n\nif ((#WeatherProvider).weatherprovider_weather != \""rain\"") {\n\n    (#Door).door_open()\n\n}""}"
10,5,외부 미세먼지 농도가 2000 이상이면 문을 닫고 4시간 뒤에 밸브를 잠궈줘.,"If the dust level concentration is 2000ppm or above, close the door and close the valve after 4 hours.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#WeatherProvider).weatherprovider_pm10weather >= 2000) {\n\n    (#Door).door_close()\n\n    delay(4 HOUR)\n\n    (#Valve).valve_close()\n \n}""}"
11,5,사이렌을 응급 모드로 울리고 5초 뒤에 사이렌 모드를 화재 모드로 바꿔줘.,Sound the siren in emergency mode and change it to fire mode after 5 seconds.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Siren).siren_setsirenmode(\""emergency\"")\n\ndelay(5 SEC)\n\n(#Siren).siren_setsirenmode(\""fire\"")""}"
12,5,조명 밝기를 30으로 설정했다가 10분 뒤에 80으로 올려줘.,"Set the light brightness to 30, then increase it to 80 after 10 minutes.",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).light_movetobrightness(30, 0)\n\ndelay(10 MIN)\n\n(#Light).light_movetobrightness(80, 0)""}"
13,5,로봇 청소기를 자동 모드로 시작하고 30분 뒤에 수동 모드로 바꿔줘.,Start the robot vacuum cleaner in auto mode and switch to manual mode after 30 minutes.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")\n\ndelay(30 MIN)\n\n(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""manual\"")""}"
